585,155,1,182395,19420,-1,[156382]
595,145,1,165441,16763,-1,[8898]
595,155,1,110085,17754,-1,[131688]
595,165,1,147424,14009,-1,[147424]
605,145,1,143177,17801,-1,[14317]
605,155,1,112785,15451,-1,[11278]
615,145,1,217089,35425,-1,[12844]
615,155,1,147872,30575,-1,[18553]
625,155,1,129726,18376,-1,[7537]
625,165,1,215904,43460,-1,[215904]
635,155,1,178309,17213,-1,[10480]
635,165,1,130685,22742,-1,[13454]
645,155,1,179726,21478,-1,[108178]
645,165,1,151682,21780,-1,[98047]
645,175,1,126345,16645,-1,[126345]
655,155,1,167038,20329,-1,[12485]
655,165,1,139358,12333,-1,[12521]
655,175,1,153401,16118,-1,[219411]
665,165,1,162674,23265,-1,[13771]
665,175,1,132454,17183,-1,[132454]
675,165,1,165874,24087,-1,[9721]
675,175,1,59871,14240,-1,[10918]
685,165,1,156979,18093,-1,[12129]
685,175,1,148928,23744,-1,[11410]
695,165,1,119557,14909,-1,[11955]
695,175,1,154736,14497,-1,[118804]
705,165,1,158249,13858,-1,[70565]
705,175,1,57593,11941,1,[6008]
715,175,1,173418,11972,-1,[173418]
15,15,1,8972,2756,1,[8972]
25,25,1,4923,3134,1,[4923]
75,25,1,3410,3140,1,[3410]
95,25,1,2841,2840,1,[2841]
135,35,1,3407,3165,1,[3407]
165,175,1,6474,3737,1,[6474]
185,195,1,7592,4040,1,[7592]
195,195,1,8353,3183,1,[8353]
205,185,1,7217,3472,1,[7217]
215,215,1,21271,6936,1,[21271]
225,235,1,34611,8311,1,[34611]
235,245,1,51552,8962,1,[2275]
245,235,1,20871,4943,1,[2465]
245,245,1,55978,6695,1,[4274]
245,255,1,43754,8069,1,[54083]
255,245,1,52159,13932,1,[37189]
255,255,1,64198,17916,1,[64198]
255,265,1,58742,11334,1,[58742]
265,255,1,62865,10177,1,[62865]
265,265,1,45965,8493,1,[45965]
275,265,1,24269,10369,1,[24269]
275,275,1,45500,8735,1,[45500]
275,285,1,70629,13330,1,[30677]
285,285,1,64722,11697,-1,[71425]
285,295,1,36544,11659,1,[36544]
295,285,1,30127,10482,1,[42498]
295,295,1,49637,14249,1,[49637]
295,305,1,80064,16184,-1,[9245]
305,295,1,64280,14329,1,[6650]
305,305,1,72506,14690,1,[5754]
305,315,1,39760,13156,1,[39760]
305,325,1,35964,14102,1,[35964]
315,305,1,71616,12906,-1,[9698]
315,315,1,128119,27555,-1,[9403]
315,325,1,69100,16319,-1,[6865]
315,335,1,34803,12753,1,[34803]
325,315,1,66974,13624,1,[61352]
325,325,1,65813,12799,-1,[11454]
325,335,1,66309,17931,1,[55269]
325,345,1,84234,19329,-1,[84234]
335,315,1,47982,14368,-1,[75001]
335,325,1,65034,14550,-1,[10909]
335,335,1,59812,17260,1,[4087]
335,345,1,83664,15229,-1,[124021]
345,95,1,25334,4074,1,[25334]
345,335,1,32871,14560,-1,[7606]
345,345,1,130651,17475,-1,[123837]
345,355,1,68532,22614,-1,[6853]
355,335,1,41659,13459,1,[41659]
355,345,1,88459,17733,-1,[8845]
355,355,1,85411,16888,-1,[12748]
355,365,1,117795,34521,-1,[16535]
355,375,1,158950,36295,-1,[158950]
365,345,1,93983,20864,-1,[93983]
365,365,1,76695,18658,-1,[25527]
365,375,1,69582,18242,-1,[4069]
365,385,1,68835,15274,-1,[6532]
375,355,1,39952,20023,1,[39952]
375,365,1,82117,18273,-1,[9609]
375,375,1,96357,19990,-1,[12069]
375,385,1,57538,19853,-1,[8736]
375,395,1,30148,13611,1,[30148]
385,95,1,10461,5034,1,[999]
385,365,1,84598,11107,-1,[113660]
385,375,1,63133,12493,-1,[11991]
385,385,1,35887,13790,1,[4508]
385,395,1,60579,12030,-1,[11435]
385,405,1,34952,13110,1,[59986]
395,95,1,22858,4553,1,[13648]
395,105,1,9191,3661,1,[9191]
395,375,1,36687,12205,1,[36687]
395,385,1,107439,26512,-1,[12521]
395,395,1,85971,15464,1,[36531]
395,405,1,66687,16786,1,[44848]
405,105,1,10754,3717,1,[10754]
405,385,1,39112,12596,1,[39112]
405,395,1,78839,14807,1,[52115]
405,415,1,65357,14502,1,[65357]
415,415,1,43517,13813,1,[43517]
435,95,1,12301,3541,1,[12301]
445,115,1,33532,7369,1,[33532]
465,115,1,26342,6797,1,[35501]
475,115,1,25501,5158,1,[26782]
475,125,1,29171,7036,1,[2272]
485,115,1,26636,8442,1,[2203]
505,125,1,44295,5447,1,[44295]
515,135,1,58233,10880,-1,[5823]
525,125,1,36676,7239,-1,[3667]
535,125,1,57653,13587,1,[57653]
535,135,1,114099,8627,-1,[114099]
535,145,1,105748,13036,-1,[105748]
545,125,1,71699,9189,-1,[71699]
545,135,1,58602,10859,-1,[5860]
545,145,1,201139,97580,-1,[87229]
555,145,1,166391,13131,-1,[129678]
565,135,1,87669,8595,-1,[8766]
565,145,1,93482,18534,-1,[16452]
565,155,1,55243,14165,1,[55243]
575,135,1,149216,14598,-1,[14921]
575,145,1,86165,28899,-1,[5583]
585,145,1,62859,20144,-1,[162653]
585,155,1,182395,19420,-1,[156382]
595,145,1,165441,16763,-1,[8898]
595,155,1,110085,17754,-1,[131688]
595,165,1,147424,14009,-1,[147424]
605,145,1,143177,17801,-1,[14317]
605,155,1,112785,15451,-1,[11278]
615,145,1,217089,35425,-1,[12844]
615,155,1,147872,30575,-1,[18553]
625,155,1,129726,18376,-1,[7537]
625,165,1,215904,43460,-1,[215904]
635,155,1,178309,17213,-1,[10480]
635,165,1,130685,22742,-1,[13454]
645,155,1,179726,21478,-1,[108178]
645,165,1,151682,21780,-1,[98047]
645,175,1,126345,16645,-1,[126345]
655,155,1,167038,20329,-1,[12485]
655,165,1,139358,12333,-1,[12521]
655,175,1,153401,16118,-1,[219411]
665,165,1,162674,23265,-1,[13771]
665,175,1,132454,17183,-1,[132454]
675,165,1,165874,24087,-1,[9721]
675,175,1,59871,14240,-1,[10918]
685,165,1,156979,18093,-1,[12129]
685,175,1,148928,23744,-1,[11410]
695,165,1,119557,14909,-1,[11955]
695,175,1,154736,14497,-1,[118804]
705,165,1,158249,13858,-1,[70565]
705,175,1,57593,11941,1,[6008]
715,175,1,173418,11972,-1,[173418]
